id,send_date,comment
560,2016/11/21 19:37,吓的我去看EVA了
561,2016/11/21 19:37,9月21日
562,2016/11/21 19:49,TV不用看？行了吧你
563,2016/11/21 19:50,这里最燃了！！！
564,2016/11/21 19:51,毕竟是唯一的神作
565,2016/11/21 19:58,节奏把握的很好啊
566,2016/11/21 20:27,画质感人
567,2016/11/21 20:55,这里是科普（伪）
568,2016/11/21 20:55,番名叫做新世纪福音战士
569,2016/11/21 20:56,简称EVA
570,2016/11/21 20:56,在我读小学那会（95年出生），有国语版：天鹰战士
571,2016/11/21 20:57,也就是这个版本（天鹰战士）的op是鞠萍姐姐唱的
572,2016/11/21 20:57,勇敢的少年快去创造奇迹
573,2016/11/21 20:58,强啊
574,2016/11/21 20:58,弹幕太少
575,2016/11/21 20:58,补番顺序：TV版→真心为你→序→破→Q
576,2016/11/21 20:59,好吧，刚刚的补番顺序是个人的推荐
577,2016/11/21 20:59,因为Q实在是有点，，，，偏向诡异+解密（都说了是伪科普啦）
578,2016/11/21 21:00,三无始祖凌波丽，傲娇始祖明日香，废柴始祖锭真祠
579,2016/11/21 21:01,最后，祝愿陪我从小到大的EVA一只流传下去
580,2016/11/21 21:02,还有，凌波丽是我女神！！！！
581,2016/11/21 21:02,你们憋抢 阿西吧
582,2016/11/21 21:03,醒目。看到后面有我个人的科普
583,2016/11/21 21:03,至于为什么要放到后面、、、、
584,2016/11/21 21:07,我曹
585,2016/11/21 21:19,铠甲的不要跑
586,2016/11/21 21:49,那个OP不是鞠萍姐姐唱的，早就辟谣了↓
587,2016/11/21 22:10,兹持
588,2016/11/21 22:12,表示有蓝光版全集，加剧场版
589,2016/11/21 22:15,如果原作能重置成这个质量，简直爆炸啊
590,2016/11/21 22:18,表示第一次看TV版EVA时真的是越看越懵逼
591,2016/11/21 22:23,卡在奇怪的地方
592,2016/11/21 22:35,EVA大爱！
593,2016/11/21 22:35,Asuka!
594,2016/11/21 22:36,Asuka!
595,2016/11/21 22:36,Asuka!
596,2016/11/21 22:45,00后不知道EVA的站住我01的
597,2016/11/21 22:55,把绫波丽！还！给！我！
598,2016/11/21 23:15,火钳刘明
599,2016/11/21 23:19,这画质我服
600,2016/11/21 23:25,见eva滚
601,2016/11/21 23:26,注:原作并没有这么多的仿3d效果，这是up主自己做的
602,2016/11/21 23:26,但是原作和几部剧场版都非常好，建议小同学们看
603,2016/11/21 23:27,而且不要只看不想，这部动漫有很多人生哲学需要思考的
604,2016/11/21 23:29,暂停成功
605,2016/11/21 23:30,开头见
606,2016/11/21 23:32,没听说过EVA的，除了年纪很小的，其他人真的别说自己是了解动漫的
607,2016/11/21 23:34,看见EVA我就进来了 颜色代表立场！
608,2016/11/21 23:36,十三号机
609,2016/11/21 23:38,把凌波  还我！
610,2016/11/21 23:39,凌波丽是我的 说休想的都是后来的 零号机也是我的
611,2016/11/21 23:40,把凌波 还给我！！！！！！！
612,2016/11/21 23:42,把凌波 还！给！我！！
613,2016/11/21 23:43,六阶的你别跑！我一阶都还没解开呢
614,2016/11/21 23:44,再补你一脚！！！！
615,2016/11/21 23:44,十三号机！
616,2016/11/21 23:45,这风格不像B站高清啊
617,2016/11/22 0:21,到哪看完整的
618,2016/11/22 0:22,完整的哪儿有
619,2016/11/22 0:22,第四部剧场版什么时候出啊
620,2016/11/22 1:50,看的我又把几个剧场版从看了一遍
621,2016/11/22 1:51,化物语那个好看
622,2016/11/22 1:53,太棒了
623,2016/11/22 4:29,2.13333E+55
624,2016/11/22 5:44,跟着节奏
625,2016/11/22 6:54,跟宗教有关，不怎么能看懂
626,2016/11/22 7:11,超然---崩坏---节奏----画质---热线---震撼
627,2016/11/22 8:18,不就是塊硬幣嗎
628,2016/11/22 9:55,真是30fPS
629,2016/11/22 10:12,每秒60张图案播放 就叫60帧
630,2016/11/22 10:42,这个网络，也是没谁了
631,2016/11/22 12:39,↓ 谢谢指正 呃，不是说了是科普（伪）么
632,2016/11/22 12:39,↓ 谢谢指正 ，，，都说了是科普（伪）啦= - =
633,2016/11/22 12:46,不就是硬币吗！
634,2016/11/22 14:40,画质感人
635,2016/11/22 14:47,承包眼镜妹子承包眼镜妹子
636,2016/11/22 14:47,眼镜妹子是真爱眼镜妹子是真爱
637,2016/11/22 14:55,大家好我用的是A卡能补帧到60
638,2016/11/22 15:36,动起来  快点给我动起来
639,2016/11/22 16:51,太帅了
640,2016/11/22 17:29,小美
641,2016/11/22 17:52,鸡皮疙瘩
642,2016/11/22 17:57,我要这硬币何用！！
643,2016/11/22 18:17,看完浑身战栗
644,2016/11/22 18:45,跪着看完。。。
645,2016/11/22 19:11,高能
646,2016/11/22 19:44,恕我直言..这番比在坐的各位都大
647,2016/11/22 19:47,我怎么感觉我看盗版了
648,2016/11/22 20:02,EVA
649,2016/11/22 20:19,痞子沉迷哥斯拉
650,2016/11/22 20:20,见E滚
651,2016/11/22 20:22,129
652,2016/11/22 22:23,看着爽就行了，管他有没有六十帧
653,2016/11/22 22:38,酷炫
654,2016/11/22 22:41,已收藏
655,2016/11/22 23:04,我是后面的科普红（伪）
656,2016/11/22 23:06,"前面有人说air,那是TV版的另一个结局"
657,2016/11/22 23:06,但很血腥
658,2016/11/22 23:07,另外，air又名《真心为你》
659,2016/11/22 23:07,最后，希望大家能喜欢
660,2016/11/22 23:10,刚刚有人说，机甲部分知识辅助用
661,2016/11/22 23:10,那是“限制装置”
662,2016/11/22 23:11,限制什么的呢？
663,2016/11/22 23:11,就是不说，因为在这个视频里有
664,2016/11/22 23:13,新剧场版.....全称“新世纪圈钱计划”
665,2016/11/22 23:15,这货不是初号机！！！！
666,2016/11/22 23:16,不懂的可以直接去百度！！
667,2016/11/22 23:17,EVA是现在所有番的鼻祖？
668,2016/11/22 23:17,一看就是来引战的
669,2016/11/22 23:17,请无视那些引战的弹幕
670,2016/11/22 23:18,童年阴影+1
671,2016/11/22 23:21, 什么时候出第四部？
672,2016/11/22 23:22,想看第四部，去给痞字寄刀片吧、谢谢
673,2016/11/22 23:23,你猜啊
674,2016/11/22 23:24,说“凌波丽是我的”的人
675,2016/11/22 23:24,你不知道凌波丽是克隆人么
676,2016/11/22 23:25,凌波丽是克隆男主的母亲
677,2016/11/22 23:26,燃鹅，男主的妈妈的意识在初号机的灵魂深处
678,2016/11/22 23:26,我是作死的科普红（伪）
679,2016/11/22 23:28,问BGM的请看简介
680,2016/11/22 23:28,Music: - Modestep &amp; Koven - Take It All
681,2016/11/22 23:28,对，真应该再补你一脚
682,2016/11/22 23:43,Hail eva
683,2016/11/23 0:48,开头间
684,2016/11/23 1:54,bgm？
685,2016/11/23 6:38,“超清”的FPS也没有60，国内上传还有格式要求，真是怪异
686,2016/11/23 6:40,如果是为了省宽带，轮播算啥，2G上限算啥，规定的格式还差
687,2016/11/23 9:03,我要看欧派
688,2016/11/23 9:43,把绫波丽！还！给！我！
689,2016/11/23 11:21,扭曲的世界，扭曲的脸，扭曲的都是血。。。。。。
690,2016/11/23 12:46,A 卡带我一个
691,2016/11/23 13:02,这画面炸裂
692,2016/11/23 14:11,"好好好给你还不行吗,还要特意登陆一下给硬币"
693,2016/11/23 14:49,恕我直言感觉差点什么
694,2016/11/23 14:55,看见我EVA必要滚进来
695,2016/11/23 15:21,画质为什么这么好？
696,2016/11/23 15:32,我已经起了一身鸡皮疙瘩
697,2016/11/23 16:07,画质感人
698,2016/11/23 16:55,我的童年EVA
699,2016/11/23 17:31,好棒！！！！！
700,2016/11/23 17:40,好带感
701,2016/11/23 17:48,求番名
702,2016/11/23 17:54,新世纪福音战士？？？
703,2016/11/23 18:03,下边的红字能不能不要信口开河，还换一个结局。
704,2016/11/23 18:04,先搞清楚TV版和AIR/真心为你这个剧场版的发行先后顺序行不行？
705,2016/11/23 18:04,TV版最后就是没钱了，痞子又爱折腾，所以才有这么个神棍的结局。
706,2016/11/23 18:05,AIR/真心为你是TV版上映之后反响不错
707,2016/11/23 18:05,才有的这个发行名称为
708,2016/11/23 18:06,The End of Evangelion的剧场版
709,2016/11/23 18:06,AIR和真心为你，是这个剧场版的上下两部分的名字
710,2016/11/23 18:07,AIR为明日香的二号机被量产机生吞，初号机出现为止的部分
711,2016/11/23 18:08,真心为你就是EOE这个剧场版的后半部分
712,2016/11/23 18:09,一般习惯性将剧场版的两部分作为EVA的真正的25 26话
713,2016/11/23 18:11,科普之前，能不能先去贴吧，论坛得到靠谱的结论之后再来大放阙词？
714,2016/11/23 18:11,真是谁都能当科普，方正误导了也不用负责，逼已经装了。
715,2016/11/23 18:13,壮哉我大EVA
716,2016/11/23 18:22,上边的红字，这部剧至始至终都是庵野秀明作为导演和主创
717,2016/11/23 18:23,神他么经过这么多制作人
718,2016/11/23 18:23,包括TV版，剧场版，新剧场版，从来没变过。
719,2016/11/23 18:23,说话之前能不能过过脑子？
720,2016/11/23 18:25,下边的科普，啥都不懂就别出来丢人了。
721,2016/11/23 22:13,卧槽这个画质
722,2016/11/23 23:42,不明觉厉
723,2016/11/24 0:44,牛逼的双插入栓～！！！！
724,2016/11/24 11:00,弹幕测试
725,2016/11/24 11:05,这什么动漫
726,2016/11/24 11:05,第一
727,2016/11/24 11:18,火钳刘明
728,2016/11/24 11:20,EVA
729,2016/11/24 11:23,问什么动漫的暴露年龄了，，
730,2016/11/24 11:25,节奏感爆炸
731,2016/11/24 11:25,前30w
732,2016/11/24 11:25,我没开弹幕吗
733,2016/11/24 11:30,6啊
734,2016/11/24 11:33,呃呃
735,2016/11/24 11:35,不错的呀，怎么没人
736,2016/11/24 11:36,火钳刘明
737,2016/11/24 11:37,零是我的
738,2016/11/24 11:43,终于好了！突然不能看我也是醉了
739,2016/11/24 11:44,坐等爆发
740,2016/11/24 11:44,火钳刘明
741,2016/11/24 11:46,18
742,2016/11/24 11:46,这大楼抖动的好鬼畜啊233333333
743,2016/11/24 11:47,每次看这个大楼抖动一秒出戏233
744,2016/11/24 11:57,进度条不科学
745,2016/11/24 12:00,见图gun
746,2016/11/24 12:03,说二号机那个女的，你等着别走
747,2016/11/24 12:19,看过何来的优越感
748,2016/11/24 12:29,见eva滚
749,2016/11/24 12:29,&lt;?好无聊啊/&gt;
750,2016/11/24 12:30,画质感人
751,2016/11/24 13:43,韩晓明发来贺来和
752,2016/11/24 13:44,看到EVA滚进来了
753,2016/11/24 14:25,这一幕太帅了
754,2016/11/24 14:26,！！！！
755,2016/11/24 14:29,！！！炸卡！！！
756,2016/11/24 14:30,上边的红字，还是我，你真是EVA迷的耻辱
757,2016/11/24 14:31,神他么真结局是死与新生，你看过死与新生么？
758,2016/11/24 14:31,神他么破也是TV版的重做和浓缩
759,2016/11/24 14:36,你真的看完过破么？弹幕不方便说话，我们评论见！
760,2016/11/24 14:37,你真的看完过破？弹幕不方便说话，我们评论见！
761,2016/11/24 14:51,我爱EVA我自豪。香党一枚。
762,2016/11/24 16:39,看见eva就进来了
763,2016/11/24 16:46,画质感人
764,2016/11/24 17:19,太厉害
765,2016/11/24 18:06,求bgm
766,2016/11/24 18:25,ll來顶
767,2016/11/24 18:29,丽是我的(??ω?)?嘿
768,2016/11/24 18:31,求BGM
769,2016/11/24 18:46,必有我
770,2016/11/24 19:36,绫波零是我女神，相比起大众化的丽，我跟喜欢零这个翻译
771,2016/11/24 19:57,交出BGM
772,2016/11/24 20:10,↓真心为你看过三次，次次感觉不一样
773,2016/11/24 20:27,真棒
774,2016/11/24 20:39,这是最近的新番吗？
775,2016/11/24 20:40,2016冬季新番？看着有点屌啊
776,2016/11/24 20:44,求封面原图
777,2016/11/24 21:01,明我喜欢你
778,2016/11/24 21:04,哇啊啊啊有生之年！！！
779,2016/11/24 21:11,啊，初中开始看的
780,2016/11/24 21:11,男主真废材，第一印象就是废材
781,2016/11/24 21:32,画质感人
782,2016/11/24 21:32,画质感人系列
783,2016/11/24 21:35,我的妈呀
784,2016/11/24 21:43,这是剧场版
785,2016/11/24 22:16,１５１位小伙伴
786,2016/11/24 22:24,耳机党福利
787,2016/11/24 23:14,00后不知道Eva的给我站住，我就是00的！
788,2016/11/24 23:17,见封滚
789,2016/11/24 23:21,再再来来一一遍遍
790,2016/11/24 23:22,161位宅宅
791,2016/11/24 23:27,入坑把少年！新世纪福音战士！网上查看观看顺序
792,2016/11/24 23:47,卧槽画质
793,2016/11/24 23:49,我国内地的名字叫新世纪天鹰战士
794,2016/11/25 0:46,第一遍看视频，第二遍看弹幕
795,2016/11/25 0:49,北平人的我笑出了身
796,2016/11/25 1:55,都是哥，懂得多，很屌的样子
797,2016/11/25 4:14,为了60帧，这硬币我给了
798,2016/11/25 6:19,没有一点点防备。。am就来了
799,2016/11/25 6:20,eoe好评
800,2016/11/25 9:14,最后一部到底什么时候能出
801,2016/11/25 10:00,垃圾剧情，我也就看了六百多遍就腻了
802,2016/11/25 10:06,此世为王！傲笑周苍！
803,2016/11/25 10:18,为什么刚才那一瞬间有攻壳机动队。。。。
804,2016/11/25 10:38,这画风，我是不是走错了
805,2016/11/25 11:34,@阿轰大萌神丶
806,2016/11/25 12:05,居然还有不知道eva的？
807,2016/11/25 13:22,漏电了哎
808,2016/11/25 13:24,modestep&amp;amp；amp；koven-take it all
809,2016/11/25 17:09,向up主致敬
810,2016/11/25 17:56,可以6666666
811,2016/11/25 18:55,帅炸了
812,2016/11/25 19:26,弹幕呢
813,2016/11/25 20:28,同年时的阴影 但又是童年最爱
814,2016/11/25 20:38,这个画质太棒了
815,2016/11/25 21:00,先下载，
816,2016/11/25 21:04,很厉害
817,2016/11/25 21:07,赞
818,2016/11/25 21:08,画质这么好了？
819,2016/11/25 21:09,血腥
820,2016/11/25 21:16,厉害咯
821,2016/11/25 22:06,绝对良心啊，这画质都不像EVA老版了。
822,2016/11/25 22:07,眼睛闪瞎系列
823,2016/11/25 22:13,厉害
824,2016/11/25 22:35,画质感人
825,2016/11/25 22:36,画质感人
826,2016/11/26 0:05,再收我一次硬币
827,2016/11/26 0:48,妈的，感觉灵魂都被扯出来了
828,2016/11/26 3:04,谁来科普一下这是怎么做到的
829,2016/11/26 10:19,BGM是
830,2016/11/26 10:20,真香党万岁
831,2016/11/26 10:25,RETAKE万岁   真香党的胜利
832,2016/11/26 10:26,BGM是什么
833,2016/11/26 12:00,弹幕大军在哪
834,2016/11/26 12:41,这剧明明在大风车还播过
835,2016/11/26 12:48,bgm
836,2016/11/26 13:31,可以这很高能
837,2016/11/26 15:01,暂停成功
838,2016/11/26 15:30,无敌了
839,2016/11/26 17:13,如果你们不要真希波那我就抱走了`﹀`
840,2016/11/26 18:33,eva是日本第三步动漫
841,2016/11/26 18:50,BGM：Guardians at the Gate
842,2016/11/26 18:50,BGM:Guardians at the Gate
843,2016/11/26 18:55,前辈崩坏的别跑
844,2016/11/26 20:21,高能提示
845,2016/11/26 21:30,画质这么好
846,2016/11/26 21:31,路转粉
847,2016/11/26 22:46,很棒
848,2016/11/26 23:19,鬼看条！！！
849,2016/11/27 3:17,EVA（又名新世纪福音战士）
850,2016/11/27 9:22,新世纪福音战士剧场版观看顺序：序，破，q
851,2016/11/27 9:23,优酷视频能看，快过去看吧
852,2016/11/27 9:25,新朋友们可以去看EVA剧场版，剧情大致一样，超赞
853,2016/11/27 9:26,我02九岁看的新世纪福音战士剧场版破
854,2016/11/27 9:27,有生之年出第四部
855,2016/11/27 10:43,感觉最好看的还是破
856,2016/11/27 12:17,呃呃
857,2016/11/27 13:09,壮哉我大EVA
858,2016/11/27 13:09,这里的初号机莫名气势炸裂
859,2016/11/27 13:54,帅炸
860,2016/11/27 13:54,表白香香
861,2016/11/27 15:08,这重制版，这画风，害怕
862,2016/11/27 16:16,一点都不好看，我就看了100遍而已
863,2016/11/27 16:16,一点都不好看，就看了100遍而已
864,2016/11/27 16:30,从此入坑，up主毁我青春→_→
865,2016/11/27 16:44,钢铁哈哈哈哈
866,2016/11/27 22:50,钢炼一闪而过！？
867,2016/11/28 7:03,这画风！！我一定是走错片场了！！！
868,2016/11/28 13:38,8.88889E+14
869,2016/11/28 14:25,童年记忆啊
870,2016/11/28 14:25,EVA可是跨时代的神作啊
871,2016/11/28 14:26,问什么动漫的是怎么进B站的？EVA都不知道，B站要完蛋啊
872,2016/11/28 14:30,根据木鱼水心的解析来看，是痞子大量使用了3D建模转2D的镜头
873,2016/11/28 16:07,好燃
874,2016/11/28 17:59,修正下方红字，绫波丽的肉体使用真嗣妈妈细胞做的，灵魂不是
875,2016/11/28 18:03,剧场版截的？！|ω?）
876,2016/11/28 18:06,dmc鬼泣BGM既视感是什么鬼，好出戏
877,2016/11/28 18:12,前面的是  爆弹欸。。
878,2016/11/28 18:32,路转粉
879,2016/11/28 20:40,本人EVA真粉丝从小学的时候TV版被翻译成天鹰战士追到现在
880,2016/11/28 20:40,本人EVA真粉丝从小学的时候TV版被翻译成天鹰战士追到现在
881,2016/11/28 20:59,妈的  又要去复习EVA了
882,2016/11/28 21:25,老实说，这种往复的运动让我想到鬼畜？！
883,2016/11/28 22:46,不知道看了多少遍了
884,2016/11/28 23:02,，妈的感觉灵魂都被扯出来了
885,2016/11/29 2:27,画质感人
886,2016/11/29 12:14,画质超赞
887,2016/11/29 13:28,之前怎么没看过这版
888,2016/11/29 13:29,说环太平洋的你给我等着
889,2016/11/29 17:49,壮哉我大EVA
890,2016/11/29 18:09,←我觉得不差啊，这还差那其他的都是屎咯？
891,2016/11/29 18:11,有生之年系列
892,2016/11/29 21:06,我开始质疑自己看过的动画了
893,2016/11/29 21:23,TV加剧场版有4次冲击   第4次被阻止了
894,2016/11/29 21:34,徐梦圆来的
895,2016/11/29 22:32,警告！初号机暴走了
896,2016/11/29 22:32,警告！初号机暴走了
897,2016/11/30 0:27,这不是鞠萍姐姐唱的啊，还是真爱呢？都辟谣了好嘛！
898,2016/11/30 1:19,说那么多干嘛，喜欢就好，颜表立
899,2016/11/30 4:29,鸡皮疙瘩瞬间
900,2016/11/30 9:19,bgm好像原来破的mv里也用过
901,2016/11/30 13:23,高能预警
902,2016/11/30 13:27,这画质加剧情能再火一个世纪
903,2016/11/30 13:35,怎么没人刷崩坏3的
904,2016/11/30 14:16,这BGM之前也有个EVA也是用这个，也是叼的不行
905,2016/11/30 15:10,有生之年能看到TV版高清重置成这个水准 就死而无憾了...
906,2016/11/30 18:08,eva不能没我
907,2016/11/30 21:22,EVA 党内战
908,2016/11/30 22:50,求BGM
909,2016/12/1 0:08,把绫波丽还给我
910,2016/12/1 0:08,把绫波丽还给我
911,2016/12/1 0:08,把绫波丽还给我
912,2016/12/1 10:08,初号机神话形态真的气势炸裂
913,2016/12/1 12:46,我来看神作
914,2016/12/1 17:52,画质感人、
915,2016/12/1 21:34,给跪
916,2016/12/1 22:13,可以
917,2016/12/2 7:05,炸了
918,2016/12/2 12:59,av238025大家可以看看质量不在这个视频之下
919,2016/12/2 15:08,好流畅的神画质
920,2016/12/3 1:24,EVA
921,2016/12/3 1:25,帅帅帅
922,2016/12/3 9:03,画质好评
923,2016/12/3 9:04,燃
924,2016/12/3 9:06,燃燃燃燃燃燃燃燃燃燃
925,2016/12/3 13:19,熏紫
926,2016/12/3 15:57,草拟的爹爹
927,2016/12/3 15:58,太夸张了把
928,2016/12/3 15:58,吊死
929,2016/12/3 16:17,初号机没电啦大家快跑
930,2016/12/3 17:27,壮哉我大EVA
931,2016/12/3 22:28,60帧爽炸
932,2016/12/4 1:23,前方高能
933,2016/12/4 1:25,十三号机
934,2016/12/4 21:56,前方高能
935,2016/12/4 23:16,素材真的好清啊
936,2016/12/4 23:47,第一次看eva喜欢的只是战斗到后来才看明白这部神作
937,2016/12/5 13:00,kale ...
938,2016/12/5 19:52,好炫
939,2016/12/5 20:49,一直在追，从天鹰到新世纪，从鞠萍姐姐到高桥洋子
940,2016/12/5 23:54,女神我来了
941,2016/12/5 23:56,好配哦
942,2016/12/6 11:20,我大EVA还能再战五百年
943,2016/12/6 12:51,这画风带音乐太赞了
944,2016/12/6 12:52,这画质太赞了
945,2016/12/6 12:52,看这画风，决定追番了
946,2016/12/6 12:52,不就是硬币嘛，给你
947,2016/12/6 12:53,好帅_(?□`」 ∠)_
948,2016/12/6 12:54,前方高能！！这不是演习
949,2016/12/6 12:54,卧槽，这音乐太赞了！
950,2016/12/6 12:54,求bgm名字？？？？
951,2016/12/6 12:55,这看的太爽了！！我喜欢
952,2016/12/6 12:56,真的屌炸天了！
953,2016/12/6 12:57,虽然晃眼，但我喜欢
954,2016/12/6 12:57,必须收藏了
955,2016/12/6 12:57,再看一遍！
956,2016/12/6 13:02,这画面这音乐简直燃到不行！
957,2016/12/6 13:03,硬币必须给
958,2016/12/6 13:04,这动漫名叫新世纪福音战士！
959,2016/12/6 13:04,_(?_?」∠)_开口跪
960,2016/12/6 13:05,? ? ?不就是硬币吗？给你！
961,2016/12/6 13:06,我来增加弹幕！！！*罒▽罒*
962,2016/12/6 13:06,带耳机真的太动感了
963,2016/12/6 13:07,好听到哭了
964,2016/12/6 13:08,这节奏配得太赞了
965,2016/12/6 13:09,感觉自己体内的中二被唤醒了
966,2016/12/6 13:30,忍不住外看个几百遍
967,2016/12/6 13:31,好无聊，我看了300遍就关了(??ˇ?ˇ??)
968,2016/12/6 13:33,这个DJ太赞了
969,2016/12/6 16:36,壮哉我大EVA
970,2016/12/6 18:35,我又来看一遍啦
971,2016/12/6 18:38,真是炫酷到不行了
972,2016/12/6 18:39,太震撼了看得我热血沸腾
973,2016/12/6 21:36,女神赛高！
974,2016/12/6 22:50,太赞了
975,2016/12/7 3:27,刚刚发现 此视频分辨率为2560*1080
976,2016/12/7 3:28,宽高比为21：9 有宽屏的小伙伴可以享福了
977,2016/12/7 3:29,全屏观看更加震撼
978,2016/12/7 3:30,（ps：请务必保持房间内常亮 以免出现眩目等症状）
979,2016/12/7 3:30,↑不要问我怎么知道的↑
980,2016/12/7 12:56,路过赞一个
981,2016/12/7 15:39,画质爆炸
982,2016/12/7 16:13,可惜他再也看不见了
983,2016/12/7 17:17,中间有什么奇怪的东西混进去了，好像是烧瓶里的小人
984,2016/12/7 17:22,白骑士——月光  等我
985,2016/12/7 18:59,eva有这么炫吗...
986,2016/12/7 19:55,老子居然看呆了
987,2016/12/7 23:26,绫波 谢谢！！！！
988,2016/12/9 16:15,还我凌波丽
989,2016/12/9 19:16,13号机神化
990,2016/12/9 20:40,大爱EVA
991,2016/12/9 20:41,这画质简直不敢相信
992,2016/12/9 21:50,前方核能
993,2016/12/9 21:52,十三号机
994,2016/12/10 2:15,看不懂的自己去科普下EVA
995,2016/12/10 9:20,向大我eva致敬！！！
996,2016/12/10 13:07,卡巴拉
997,2016/12/10 13:50,支持up主
998,2016/12/10 14:25,EVA大爱
999,2016/12/10 19:54,注意：B站压片，原档画质更赞
1000,2016/12/10 19:57,硬币！我要你何用？
1001,2016/12/11 1:32,我知道 叫 天鹰战士 我小学的时候看过 那时候真的看的三观都坏了
1002,2016/12/11 1:35,还能再站100年
1003,2016/12/11 2:14,我把EVA看成了  EVE
1004,2016/12/11 14:24,刚才真理之门乱入
1005,2016/12/11 15:28,燃炸了
1006,2016/12/11 16:05,前方核能爆炸预警
1007,2016/12/11 16:47,提示一下，这不是up做的
1008,2016/12/12 2:35,我大EVA还能再战五百年！！！
1009,2016/12/12 19:26,耳朵炸拉2333333
1010,2016/12/12 20:55,看得我胃口大开
1011,2016/12/12 21:02,感觉出地球了
1012,2016/12/12 21:03,福音两个字为什么让我想到圣经？
1013,2016/12/12 21:59,香党来报告~~~~~~~~
1014,2016/12/13 9:28,画质略吊
1015,2016/12/13 11:59,我我我
1016,2016/12/13 12:00,我有当年的cd
1017,2016/12/13 23:03,向EVA致敬！
1018,2016/12/14 10:51,这画质感人
1019,2016/12/14 10:52,钢炼乱入？
1020,2016/12/14 13:08,前方高能
1021,2016/12/15 2:24,炫目那位你的眼睛是多脆弱啊
1022,2016/12/15 2:27,做视频至少也要有这种效果嘛
1023,2016/12/15 5:58,说剪的差的你别瞎喷，自己去剪一段
1024,2016/12/15 13:50,这是新企划，新剧场版
1025,2016/12/15 15:40,原话改过
1026,2016/12/15 15:42,画质非常好  感人
1027,2016/12/15 15:45,这画质没谁了。。。
1028,2016/12/15 18:12,明明是24帧
1029,2016/12/16 9:49,你吔使徒吧
1030,2016/12/16 12:55,n
1031,2016/12/16 18:27,钢炼？
1032,2016/12/16 20:50,剪辑好评，满分
1033,2016/12/16 23:36,新世纪圈钱战士
1034,2016/12/16 23:37,- -
1035,2016/12/16 23:38,这不是真心为你吗，画质这么好了
1036,2016/12/16 23:47,哈？！EVE星战前夜？
1037,2016/12/16 23:49,什么？电击屌子？
1038,2016/12/16 23:53,当年真心为你最后美里的娇喘
1039,2016/12/17 7:27,为我大EVA刷一波
1040,2016/12/17 7:28,为我大EVA刷一波
1041,2016/12/17 7:28,为我大EVA刷一波
1042,2016/12/17 8:37,我00后早就看过前面说没看过的站住还tm喵说是电击小子我笑笑
1043,2016/12/17 15:01,为什么b站看不了这个番
1044,2016/12/17 15:49,是绫波，不是凌，女神的名字都能叫错，吔屎了
1045,2016/12/18 8:37,耳机请调大音量
1046,2016/12/18 10:46,灵魂则是莉莉丝的
1047,2016/12/18 10:47,额v阿强
1048,2016/12/18 10:47,eva
1049,2016/12/18 10:48,Eva  tv版第一集删除了    凌波丽和使徒的对战
1050,2016/12/18 10:49,6号机来自月球打败了所有的eva    策划总监也把
1051,2016/12/18 16:07,这BGM好
1052,2016/12/18 16:10,  我的天这剪的炸了！！硬币你的！
1053,2016/12/18 18:27,EVA有这么凶？
1054,2016/12/19 0:37,不就是硬币嘛
1055,2016/12/19 0:38,不就是硬币嘛
1056,2016/12/19 17:47,有我在
1057,2016/12/19 19:17,没啥好看的，我就看了十几遍而已
1058,2016/12/19 19:42,庵野。。好好骗钱。。干嘛去弄哥斯拉。。
1059,2016/12/19 19:43,使徒生存守则第一条；远离没电的初号机~~~
1060,2016/12/19 19:45,庵野   好好骗钱。。。干嘛去弄哥斯拉。。
1061,2016/12/19 20:02,男主叫撸撸羞
1062,2016/12/19 20:11,天鹰战士的OP可不是鞠萍姐姐唱的→_→ 是一个叫张涓的人。。。
1063,2016/12/19 21:28,我刚才看到了钢炼的素材了······
1064,2016/12/19 21:56,为什么画质那么好
1065,2016/12/20 18:47,不是我说，看了不下百变
1066,2016/12/20 19:19,duang
1067,2016/12/20 20:53,哪里来的高清资源
1068,2016/12/20 20:53,求资源啊
1069,2016/12/20 21:08,夭寿了 初号机没电了
1070,2016/12/20 23:47,大eva还能战万年
1071,2016/12/21 14:07,自带鬼畜
1072,2016/12/22 0:36,等一下，刚刚有两幕是钢炼里的真理之门吧=。=
1073,2016/12/22 13:36,燃到炸裂
1074,2016/12/22 15:42,嗷！
1075,2016/12/22 17:33,说出来你可能不信，这视频是我的壁纸  而且  我的壁纸比这个视频清楚
1076,2016/12/22 21:55,飞鸟那是好多年前的翻译了吧
1077,2016/12/22 21:56,天鹰战士是很早之前电视台上放的时候的翻译被
1078,2016/12/23 7:01,动漫:EVANGELION 【新世纪福音战士】
1079,2016/12/23 11:14,好舒服的感觉
1080,2016/12/23 13:45,超过视频投币上限？！超过视频投币上限？！超过视频投币上限？！
1081,2016/12/23 21:41,没有原画的选项
1082,2016/12/23 21:47,我就问一句你们看懂没？  莉莉丝  亚当  夏娃  撒旦  还有使徒
1083,2016/12/23 21:52,求讲解啊，是新番吗
1084,2016/12/23 23:22,那叫拘束器
1085,2016/12/24 0:58,上面的红字，你想干嘛
1086,2016/12/24 0:58,引战么
1087,2016/12/24 0:59,爱看看，不爱看关我什么事
1088,2016/12/24 1:02,hhhhh没想到吧，我又回来啦
1089,2016/12/24 9:11,珍爱生命，远离没电初号机
1090,2016/12/24 13:21,我在吃饭呢姐姐！！！
1091,2016/12/24 14:09,大Dva
